id_i,ctry,sex,age,dem,dem_group,aut,civ,ses,edu,level,level_lab
74624,Peru,1,13.75,1,minimalist,64.6,332.01,-0.19,0,0,level 0
75191,Peru,1,13.5,1,minimalist,51.06,542.61,0.38,0,2,level 2
76515,Peru,1,13.42,1,minimalist,52.52,403.49,-0.56,0,1,level 1
73279,Peru,0,13.33,1,minimalist,47.94,476.33,-1.16,0,1,level 1
76674,Peru,0,14.67,1,minimalist,53.93,344.95,-1.46,0,0,level 0
74510,Peru,0,13.75,1,minimalist,46.26,484.03,1.22,1,2,level 2
74144,Peru,1,14,1,minimalist,51.06,439.24,1.06,1,1,level 1
75482,Peru,0,14,1,minimalist,51.06,265.65,-1.3,0,0,level 0
75182,Peru,1,13.25,1,minimalist,46.26,520.38,-0.55,0,2,level 2
73133,Peru,1,13.58,1,minimalist,47.94,523.83,-0.42,0,2,level 2
72931,Peru,1,13.83,1,minimalist,55.3,413.72,-0.49,0,1,level 1
72926,Peru,1,14,1,minimalist,56.63,297.29,-0.98,0,0,level 0
74814,Peru,1,13.25,1,minimalist,35.3,552.58,0.65,1,2,level 2
77066,Peru,0,14.83,1,minimalist,47.94,401.06,1.22,1,1,level 1
76934,Peru,1,14,1,minimalist,57.94,362.38,-1.39,0,0,level 0
74189,Peru,1,13.17,1,minimalist,38.07,580.02,2.06,1,3,level 3
77047,Peru,0,13.42,1,minimalist,46.26,430.77,-0.49,0,1,level 1
72562,Peru,1,14.58,1,minimalist,68.06,327.08,-1.82,0,0,level 0
76962,Peru,0,14.75,1,minimalist,60.54,262.56,-0.1,1,0,level 0
72186,Peru,0,13.92,1,minimalist,59.24,421.48,-0.46,0,1,level 1
73869,Peru,1,14.08,1,minimalist,31.87,554.51,0.27,0,2,level 2
74313,Peru,1,15.83,1,minimalist,49.97,493.84,-0.17,0,2,level 2
75057,Peru,1,13.5,1,minimalist,49.54,329.33,-0.77,0,0,level 0
74342,Peru,1,14,3,limited,44.48,461.27,-0.74,0,1,level 1
72655,Peru,0,13.58,1,minimalist,38.07,610.55,0.97,1,3,level 3
74583,Peru,0,14.67,1,minimalist,55.3,428.96,0.14,1,1,level 1
76263,Peru,0,16,1,minimalist,56.63,299.04,-0.9,0,0,level 0
72276,Peru,1,13.42,1,minimalist,44.48,564.91,-0.26,0,3,level 3
75997,Peru,0,15.75,1,minimalist,63.24,343.47,-1.46,0,0,level 0
75233,Peru,1,13.5,1,minimalist,49.54,362.17,-1.87,0,0,level 0
77084,Peru,0,13.75,2,complex,52.52,473.59,0.32,1,1,level 1
77085,Peru,0,13.5,2,complex,52.52,424.67,-1.33,NA,1,level 1
76297,Peru,0,13.33,1,minimalist,64.69,433.13,-0.19,0,1,level 1
74492,Peru,0,13.5,1,minimalist,45.54,544.85,0.15,0,2,level 2
