ID;Ex01;Am01;Re01;Ne01;Ap01;Ex02;Am02;Re02;Ne02;Ap02;Ex03;Am03;Re03;Ne03;Ap03;Ex04;Am04;Re04;Ne04;Ap04;Ex05;Am05;Re05;Ne05;Ap05;Ex06;Am06;Re06;Ne06;Ap06;Ex07;Am07;Re07;Ne07;Ap07;Ex08;Am08;Re08;Ne08;Ap08;Ex09;Am09;Re09;Ne09;Ap09;Ex10;Am10;Re10;Ne10;Ap10;RSES01;RSES02;RSES03;RSES04;RSES05;RSES06;RSES07;RSES08;RSES09;RSES10
5808;4;4;2;2;4;4;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;2;4;4;4;4;2;4;4;4;4;2;2;2;2;4;2;3;4;4;4;2;4;5;5;5;5;4;3;4;5;5;5
5809;3;4;4;4;4;4;4;5;2;3;4;5;5;5;5;2;4;5;4;5;4;4;1;3;3;4;3;5;2;5;5;4;5;3;4;3;3;4;3;4;3;4;3;1;5;3;4;1;2;4;6;6;7;7;7;6;7;7;7;7
5810;3;4;4;2;3;4;3;5;2;3;4;4;4;5;2;3;4;5;3;2;4;3;3;4;3;5;5;3;3;4;4;4;5;2;3;4;3;5;1;1;2;3;1;1;3;3;5;3;3;4;4;5;5;4;5;4;5;6;7;7
5811;4;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;3;1;5;3;5;5;5;5;5;1;5;3;5;5;5;4;5;5;5;1;4;5;2;5;5;3;5;4;5;5;3;5;7;7;1;7;7;7;7;7;7;7
5812;4;4;4;2;3;5;4;3;2;3;4;3;4;4;4;4;4;4;1;3;5;4;3;2;4;5;3;4;3;2;5;4;5;1;4;3;3;4;1;2;4;4;4;1;4;3;4;4;1;4;7;7;7;7;7;7;7;4;7;7
5813;4;5;3;2;3;4;4;4;2;3;3;4;3;4;3;3;4;3;2;2;3;3;2;2;3;4;4;3;2;4;4;2;3;2;4;4;4;4;2;3;2;4;3;2;4;3;3;3;2;4;6;5;6;6;6;4;5;5;6;6
5814;3;3;3;2;3;2;4;4;2;4;3;4;4;4;4;2;4;4;2;3;3;3;3;3;4;3;2;4;2;4;3;3;4;3;4;2;3;4;2;3;3;3;4;2;4;3;4;4;2;4;6;6;7;6;7;6;6;7;7;7
5815;2;4;4;2;3;3;3;5;2;3;4;5;3;2;3;3;4;5;2;3;3;4;3;4;2;3;3;5;2;3;4;4;4;2;3;2;3;5;1;1;2;3;4;3;4;2;4;3;1;2;7;5;7;5;4;6;6;5;6;7
5816;4;4;4;1;4;5;4;3;3;3;5;3;3;4;4;4;4;4;2;2;5;5;4;3;3;4;4;4;2;5;4;5;4;3;4;3;4;4;3;3;4;4;3;3;4;5;5;4;3;4;7;6;4;6;7;6;5;5;5;5
5817;4;4;4;3;4;4;4;5;3;3;4;5;4;3;2;3;4;5;3;5;4;5;3;3;4;4;2;5;2;5;4;4;4;2;4;2;4;4;3;2;2;4;4;3;4;4;4;4;2;4;6;6;6;6;6;6;6;6;5;7
5818;5;2;5;2;3;3;1;5;2;4;4;4;5;1;5;2;3;5;4;4;3;1;5;4;5;5;3;4;2;5;5;4;5;3;5;2;2;5;2;2;2;5;5;3;3;4;5;4;1;5;7;7;7;7;7;7;7;7;7;7
5819;3;4;3;2;4;4;3;4;3;3;4;4;3;3;2;2;4;4;2;3;3;2;3;3;2;4;4;4;2;3;3;4;4;2;3;2;4;4;3;2;2;4;3;3;2;3;4;3;2;3;6;6;7;6;6;5;6;4;6;7
5820;4;2;3;2;4;5;5;4;2;4;5;4;4;2;5;5;4;5;1;4;5;4;4;2;4;5;2;5;1;5;5;5;4;2;4;4;4;4;1;2;4;4;4;2;3;5;4;4;1;4;7;7;7;6;7;6;6;7;7;7
5821;4;4;5;3;4;4;4;5;3;4;5;5;5;5;4;3;4;4;3;3;4;4;3;4;4;4;5;5;2;4;4;5;4;2;4;2;4;4;1;4;3;3;3;4;4;4;2;4;3;4;5;5;4;4;2;5;4;2;3;3
5822;2;4;4;4;3;1;5;4;2;4;4;5;4;4;4;2;4;4;5;5;4;5;3;4;3;5;2;4;2;4;4;5;4;1;4;4;4;4;2;2;1;1;1;1;1;5;3;3;3;3;7;5;3;5;2;4;5;4;2;7
5823;3;4;4;2;4;5;4;2;2;5;4;4;4;3;3;4;4;4;1;4;5;4;3;2;3;4;3;3;2;2;4;4;4;2;4;4;4;4;2;3;4;4;4;2;4;4;4;4;2;3;7;7;7;7;7;7;6;7;7;7
5824;5;5;4;2;4;4;5;5;3;3;5;3;4;4;2;4;5;5;4;3;4;4;4;2;3;5;1;5;1;5;4;4;4;2;3;4;4;5;1;3;2;3;4;2;4;5;4;5;2;3;7;6;7;6;7;6;7;6;7;7
5825;4;5;4;1;4;3;4;5;1;3;4;5;4;3;2;4;5;5;2;4;3;4;4;2;3;5;2;5;1;4;4;4;1;4;4;2;4;5;4;1;3;4;4;2;5;4;4;4;2;2;6;5;7;4;7;6;6;7;6;7
5826;4;5;5;2;4;2;5;5;2;4;4;5;4;4;4;4;5;5;1;4;4;4;4;1;4;4;4;5;1;5;4;4;5;1;4;3;4;5;1;3;4;5;5;2;4;4;4;4;1;4;7;7;7;6;7;7;7;7;7;7
5827;4;4;2;3;4;4;4;3;3;4;3;4;2;4;4;2;4;3;4;4;4;3;2;4;5;3;3;2;3;4;3;4;2;4;4;2;4;4;4;3;2;4;2;4;4;4;4;4;4;5;6;6;3;6;3;3;3;5;3;3
5828;4;5;5;1;4;5;4;5;2;4;5;5;5;5;5;1;5;5;3;1;3;5;1;4;4;5;4;5;3;5;5;5;5;2;5;1;5;5;2;3;4;5;5;5;5;5;4;5;1;3;7;7;7;7;7;7;7;7;7;7
5829;3;4;3;2;3;2;4;4;2;4;3;5;4;4;2;2;4;4;2;4;2;4;4;2;4;4;4;4;2;3;2;4;4;2;4;2;4;4;2;2;2;4;4;3;4;2;4;4;2;3;6;6;5;6;6;5;5;3;6;6
5830;4;4;5;2;4;4;3;4;2;3;4;5;4;4;3;3;4;4;2;3;4;4;4;3;2;4;4;5;1;4;5;2;5;2;3;2;4;5;1;3;2;4;4;2;4;5;4;4;1;4;5;6;5;4;5;5;5;6;7;7
5831;4;5;3;3;3;5;4;5;2;4;4;4;4;4;4;3;4;4;2;3;4;4;3;3;3;4;3;4;2;4;4;4;4;1;4;3;4;4;1;3;3;4;3;2;4;3;4;4;1;4;6;6;6;6;6;6;6;6;6;6
5832;3;4;3;4;4;3;4;5;3;3;3;4;4;4;4;3;4;4;3;4;3;4;3;4;4;4;3;4;3;4;3;3;4;4;3;3;3;4;4;3;3;4;4;3;4;3;3;4;3;4;6;6;6;5;6;5;6;5;5;7
5833;3;4;3;5;4;3;2;5;3;4;3;5;2;5;3;2;4;5;5;3;3;3;4;4;3;4;3;5;2;2;2;4;5;3;4;1;5;4;4;1;1;3;2;5;3;4;4;3;4;1;7;6;2;3;5;4;3;2;2;2
5834;3;4;4;4;5;3;4;4;2;5;4;5;4;4;5;3;5;4;3;3;4;5;4;3;4;3;4;4;2;1;4;4;4;4;5;2;4;2;4;5;4;5;3;2;3;2;3;3;3;4;6;7;6;7;7;7;6;4;6;7
5835;4;4;3;3;3;2;4;4;3;3;4;5;3;3;2;2;3;4;3;3;3;4;4;3;3;5;3;5;3;5;3;4;3;4;4;2;4;5;3;1;1;3;3;3;4;2;4;3;3;2;7;7;4;6;7;6;6;6;5;5
5836;3;4;4;5;5;5;5;5;4;2;3;5;5;4;4;1;5;5;3;3;4;4;4;4;3;4;5;5;5;5;2;4;5;3;4;2;4;4;4;2;2;5;5;4;5;2;4;4;3;4;7;7;2;6;6;6;6;6;7;7
5837;2;2;2;3;3;3;3;3;3;2;2;3;4;4;4;3;3;3;4;4;2;3;2;4;3;3;2;4;2;4;3;3;4;4;3;2;4;3;2;2;3;4;2;2;2;3;4;2;2;3;5;5;3;5;2;6;4;3;2;3
5838;2;2;4;2;4;3;4;3;2;5;4;5;4;2;4;4;4;3;2;4;4;5;2;2;4;4;1;3;2;4;4;4;3;3;4;4;4;5;3;4;4;4;4;2;4;4;4;5;2;4;6;6;7;6;7;6;6;7;7;7
5839;2;2;4;4;3;2;4;4;3;2;4;4;3;4;2;2;4;4;2;2;3;4;4;2;4;2;2;4;2;4;4;3;4;3;2;2;4;5;2;1;2;4;4;4;2;2;3;3;2;5;7;7;6;3;3;4;6;2;7;7
5840;4;4;3;1;3;2;4;5;2;3;4;4;3;3;3;4;4;4;2;3;3;3;3;2;3;3;3;4;1;3;4;2;4;3;3;2;4;4;3;2;2;3;2;3;4;3;3;4;2;3;6;6;6;6;6;5;5;5;6;7
5841;4;4;3;3;3;3;4;4;3;2;4;4;4;3;3;3;2;3;3;3;4;2;3;3;3;4;3;4;3;3;3;4;4;3;4;3;4;4;2;3;3;4;3;3;3;3;3;2;3;3;5;5;5;5;5;5;5;5;4;5
5842;4;3;3;5;5;4;4;2;5;5;4;5;5;5;5;4;4;3;5;5;4;4;1;4;3;4;4;2;3;5;4;4;3;3;4;3;5;3;3;5;3;4;3;4;5;3;3;3;3;5;5;5;4;4;6;4;4;3;6;6
5843;3;3;3;3;3;4;2;4;3;3;3;4;4;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4
5844;3;4;3;3;3;3;4;4;3;3;4;5;3;4;4;2;4;4;2;3;3;4;3;3;3;4;3;4;3;3;3;4;4;3;3;2;3;4;2;2;4;4;3;2;3;3;3;3;3;3;6;5;5;5;6;4;5;4;6;6
5845;4;4;3;1;3;3;4;5;2;4;4;5;4;1;3;2;4;5;4;3;3;2;4;3;3;3;3;3;3;3;3;4;4;2;4;4;4;4;2;1;4;4;3;3;3;3;3;3;2;3;6;6;7;7;7;7;7;7;7;7
5846;4;5;4;1;4;4;5;3;2;4;4;5;4;3;3;4;5;5;1;3;3;5;4;2;3;4;3;4;2;4;4;4;3;2;4;3;5;5;1;1;3;4;4;2;3;4;4;3;1;4;6;6;7;5;7;7;7;7;1;7
5847;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;7
5848;3;5;4;5;4;3;5;4;4;5;2;5;4;4;2;2;4;5;4;5;2;4;2;4;2;4;4;5;4;2;3;5;3;2;4;1;4;5;2;2;4;4;4;3;4;2;4;1;2;2;6;6;4;5;7;4;4;7;6;6
5849;3;4;3;3;3;4;4;3;2;5;4;5;4;4;3;4;4;5;2;4;5;4;3;2;3;5;4;1;2;5;3;4;3;2;4;3;4;5;2;3;2;4;2;2;5;4;4;5;2;4;7;7;7;7;7;7;7;7;7;7
5850;4;3;4;3;4;4;3;4;3;4;4;3;3;3;2;4;3;4;2;4;4;3;3;3;3;4;2;4;2;3;4;3;4;3;4;4;3;4;3;3;4;3;4;4;4;4;3;4;2;3;5;5;6;5;6;5;5;6;7;7
5851;2;1;4;2;4;3;4;5;1;4;3;5;4;2;4;2;5;5;2;3;4;5;3;2;4;4;4;5;2;4;2;4;5;2;5;5;5;4;2;2;2;4;4;2;4;2;4;4;2;2;6;6;6;6;6;6;6;4;6;6
5852;4;5;4;2;3;3;3;4;2;5;4;3;4;4;4;3;3;4;3;4;3;4;4;2;4;3;2;3;2;4;4;4;4;2;4;2;3;3;3;2;3;3;4;3;4;3;4;4;3;4;6;6;6;6;7;6;5;6;6;6
5853;3;5;4;4;4;3;4;3;2;3;4;5;4;4;2;2;4;3;2;3;4;5;2;4;3;3;4;4;4;2;3;4;4;4;4;1;4;4;3;4;2;4;4;4;4;2;4;4;3;2;6;6;6;6;6;4;5;3;6;6
5854;1;5;3;2;4;5;4;3;2;2;4;3;3;3;2;4;4;4;3;2;4;4;3;2;3;4;2;3;2;3;4;4;3;2;3;3;3;4;2;2;3;3;3;2;3;4;3;3;3;2;7;7;7;7;7;6;6;6;6;6
5855;4;5;4;2;4;5;5;4;1;5;5;4;3;2;4;4;4;4;2;4;5;5;4;2;4;4;2;4;2;5;5;5;4;2;4;4;4;4;2;4;4;4;4;2;4;4;4;4;1;4;6;6;6;6;6;6;6;6;6;6
5856;1;4;3;3;3;2;4;4;3;3;4;5;3;4;4;2;4;5;3;3;4;5;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;1;2;3;4;3;3;3;3;4;3;3;3;5;7;5;6;3;5;5;5;5;5
5857;4;4;3;2;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;3;4;4;4;2;4;5;3;4;5;4;4;4;5;2;4;3;4;4;2;2;2;4;3;3;4;4;4;5;1;4;6;6;7;6;7;6;5;6;7;7
5858;3;5;4;3;4;1;5;2;3;5;3;5;5;4;4;2;4;3;3;5;2;5;2;3;3;5;2;3;3;5;3;5;2;4;4;2;4;5;3;3;2;4;2;3;5;3;4;5;3;4;5;5;4;6;6;4;4;3;6;6
5859;4;4;4;3;3;3;4;4;3;3;4;3;3;3;2;3;4;4;2;3;3;3;3;3;3;4;3;4;2;4;3;4;4;3;4;3;4;4;2;3;3;4;3;3;4;3;4;3;2;3;6;6;3;5;6;5;6;5;5;6
5860;4;5;3;4;4;4;5;5;2;5;4;5;4;3;4;3;5;5;2;5;4;5;5;1;4;5;4;5;1;2;4;5;4;4;4;3;4;5;2;2;4;4;4;1;4;4;4;4;3;5;7;7;7;7;7;7;7;2;3;7
5861;4;4;2;1;5;2;4;4;1;5;4;4;4;4;4;2;2;4;2;5;2;2;2;2;4;2;1;3;2;5;2;4;2;2;5;2;2;2;1;5;2;3;2;2;2;4;2;2;1;4;7;7;6;7;5;7;7;5;1;1
5862;2;4;3;2;4;2;4;1;2;5;3;5;4;3;5;2;4;4;3;5;2;4;2;2;5;3;2;3;2;2;3;4;2;2;4;2;3;5;2;3;2;3;4;2;5;3;3;4;2;4;4;6;6;6;6;4;5;4;3;6
5863;4;4;3;3;4;4;3;3;2;3;4;3;3;3;4;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;6;5;6;5;5;4;5;5;5;5
5864;4;5;5;2;4;5;5;5;1;4;5;5;4;4;4;5;5;5;1;3;5;5;3;3;4;5;3;4;2;4;5;5;4;1;5;3;5;5;1;3;4;5;4;1;4;5;4;3;1;5;6;6;7;7;7;7;7;7;7;7
5865;3;4;1;5;2;2;2;2;4;3;4;5;2;5;4;2;2;2;5;3;4;3;2;4;2;2;5;2;5;2;4;4;4;5;3;2;2;2;4;2;4;4;2;4;4;4;4;1;4;2;4;5;2;4;2;2;2;1;2;2
5866;4;4;5;1;5;2;4;2;1;4;4;4;3;3;3;4;4;5;1;3;4;4;3;2;4;5;1;4;1;3;4;4;3;2;4;4;4;4;1;4;4;4;5;1;4;4;3;5;1;4;7;7;7;7;7;7;6;7;7;7
5867;4;2;4;4;3;2;4;1;2;2;4;4;4;4;3;3;4;4;3;3;3;4;3;3;4;3;4;1;3;5;2;2;4;3;3;3;3;4;2;2;4;4;4;4;4;3;4;4;3;4;6;7;6;6;6;6;6;6;6;6
5868;5;5;5;1;4;5;5;5;1;5;5;5;5;5;5;5;5;5;4;4;5;5;4;1;3;5;2;4;1;5;5;5;5;1;5;1;5;5;1;3;5;5;5;1;5;5;5;5;1;4;7;7;7;7;7;7;7;7;7;7
5869;4;5;3;4;3;3;5;5;3;3;4;5;5;4;5;3;5;5;3;3;5;5;5;4;3;5;3;5;4;5;5;5;5;3;3;4;5;5;3;2;5;5;3;2;5;3;5;4;3;3;7;7;7;7;7;5;6;6;3;7
5870;2;2;4;2;5;2;4;4;3;3;3;5;4;4;3;2;4;3;4;2;4;4;4;2;4;4;3;4;2;4;2;2;3;3;3;2;4;4;4;4;2;4;2;4;4;2;3;4;3;3;5;6;2;4;5;4;4;2;4;2
5871;4;4;4;3;4;3;5;4;2;2;4;5;4;3;2;2;4;5;1;3;4;5;4;2;3;4;3;4;2;4;3;4;4;2;3;2;4;5;1;2;2;3;3;2;4;3;4;3;1;3;7;5;7;5;7;6;6;7;7;7
5872;2;5;2;4;5;4;3;5;4;5;4;3;4;5;5;4;3;5;1;5;2;4;2;4;5;4;2;2;2;5;2;4;2;5;5;2;2;5;3;3;3;4;3;5;2;3;3;5;1;5;7;7;7;7;7;7;7;7;7;7
5873;4;4;4;3;3;4;4;2;2;3;4;4;4;4;3;3;4;4;2;3;4;3;3;3;3;4;4;4;3;3;3;3;4;3;4;2;4;3;3;3;3;3;4;3;4;3;4;4;2;4;6;6;6;6;6;6;6;4;3;5
5874;2;5;5;4;5;3;5;2;3;2;3;5;5;4;4;2;5;4;3;2;4;5;3;4;5;3;5;1;4;5;2;5;4;4;5;3;4;5;2;4;4;5;5;5;5;2;4;5;2;5;7;7;7;6;7;7;6;7;7;7
5875;4;4;4;2;4;3;4;2;1;4;4;4;4;2;3;3;5;4;1;4;3;4;3;1;4;4;1;4;1;5;4;5;3;1;4;3;4;5;1;3;3;4;4;1;4;4;4;4;1;4;7;7;7;7;7;7;7;7;7;7
5876;4;5;3;2;4;4;5;5;5;4;5;5;5;4;4;2;5;5;1;3;5;5;5;4;4;4;4;5;4;4;4;5;5;1;5;1;5;5;1;4;4;5;4;2;4;2;5;4;1;4;7;7;7;7;7;7;7;7;7;7
5877;3;4;3;2;3;3;4;4;2;3;4;5;4;3;3;3;4;4;2;3;4;4;4;2;4;4;3;4;2;3;4;4;4;2;4;2;4;5;2;3;2;4;4;2;4;4;4;4;2;4;6;7;7;6;6;6;6;4;6;7
5878;4;4;4;4;5;4;4;2;3;4;3;4;5;5;5;5;3;4;4;5;4;4;3;3;4;4;4;2;4;5;5;4;5;5;5;1;3;2;4;4;3;4;4;4;4;4;3;4;4;4;6;6;4;6;4;5;5;3;3;4
5879;4;2;4;2;4;4;4;4;3;4;4;4;4;4;3;4;4;4;2;3;4;4;4;3;3;4;3;4;2;4;4;4;4;2;4;3;4;4;2;4;3;4;4;3;3;4;4;4;2;4;6;6;5;6;6;6;5;6;7;7
5880;4;5;3;3;4;4;4;5;3;4;5;4;4;4;4;4;4;5;3;3;4;5;4;5;5;5;4;4;3;5;4;5;5;2;5;3;5;5;3;4;4;4;4;4;4;3;5;5;5;5;5;6;6;7;6;5;5;5;6;7
5881;3;4;4;2;4;3;4;4;2;3;4;4;4;2;4;2;4;4;2;3;3;4;2;4;3;4;3;3;2;3;4;4;3;3;4;3;3;4;2;3;3;2;2;2;3;3;3;3;2;3;7;6;5;6;5;6;6;4;5;5
5882;5;5;4;3;4;5;5;3;3;3;5;4;4;4;4;4;5;4;3;3;4;5;4;4;3;5;5;3;4;5;4;5;4;3;4;4;4;5;3;3;5;4;4;3;3;4;4;4;2;4;6;7;7;6;7;5;6;6;6;6
5883;4;5;4;2;4;2;5;5;2;4;5;5;5;2;2;2;5;4;2;4;5;5;5;1;4;5;1;5;1;5;5;5;5;3;5;2;5;5;2;4;2;4;4;2;4;5;5;4;1;5;7;7;6;7;6;7;7;6;6;7
5884;4;4;4;2;4;2;4;4;3;4;4;4;4;4;4;3;4;3;2;4;4;5;3;2;3;3;4;4;2;4;4;4;2;2;4;4;2;3;2;2;4;4;2;3;4;5;3;2;2;2;7;6;7;6;7;6;6;6;6;6
5885;4;4;4;2;4;4;5;5;2;3;4;4;4;3;2;3;4;4;1;3;4;4;4;2;3;4;1;1;4;4;5;5;5;3;4;2;4;4;1;3;3;3;4;2;4;2;4;4;1;4;7;7;6;5;5;6;6;5;6;7
5886;3;4;2;2;4;3;4;4;3;4;3;5;4;4;4;4;4;4;2;3;5;4;3;4;4;4;3;3;3;2;3;4;4;3;4;2;3;4;3;4;3;4;3;4;3;4;4;4;3;4;6;6;7;6;7;6;6;7;7;7
5887;4;5;5;4;4;4;5;5;4;4;5;5;5;5;4;4;5;4;3;4;4;4;4;3;3;4;3;4;2;4;4;4;5;4;4;3;4;4;4;3;4;4;4;3;2;4;4;5;3;3;6;6;6;6;5;6;6;5;4;6
5888;4;4;4;2;5;3;4;3;2;4;4;4;4;4;5;3;4;4;2;5;4;4;2;2;4;5;2;2;2;5;4;5;4;3;5;3;4;5;1;5;4;4;3;2;4;4;4;4;2;5;6;6;7;6;7;6;6;7;7;7
5889;4;4;3;2;4;3;4;3;2;4;4;4;4;4;3;3;4;4;2;4;4;3;4;3;4;3;3;2;3;4;4;4;3;2;4;3;4;4;1;3;4;4;4;3;4;3;4;4;2;3;7;6;7;7;7;6;6;7;7;7
5890;3;4;4;1;3;3;4;5;1;2;4;5;4;1;4;2;4;5;1;3;4;3;4;1;5;5;3;4;1;5;4;4;4;1;4;3;4;4;1;2;3;4;1;1;4;5;5;5;1;5;7;7;7;7;7;6;6;6;6;7
5891;3;4;4;2;3;2;4;2;2;4;4;4;4;2;3;2;4;4;2;2;4;3;3;2;4;2;3;2;2;4;4;3;3;2;4;2;3;4;2;3;2;3;4;2;3;2;3;2;2;4;7;6;6;6;6;6;6;6;6;6
5892;3;4;2;4;2;3;4;5;3;2;3;4;4;4;3;2;4;4;2;3;4;4;3;3;3;3;4;4;4;4;3;4;4;2;3;2;4;4;2;3;2;4;2;3;2;3;4;2;2;2;5;6;3;4;6;5;5;5;4;4
5893;4;5;4;2;3;3;5;4;2;4;4;4;3;2;3;4;4;4;5;4;3;5;5;1;3;4;3;4;2;3;4;4;4;2;4;2;5;5;4;2;3;4;4;3;4;3;4;4;1;3;6;6;7;6;6;6;6;6;7;7
5894;3;4;4;3;5;3;3;5;3;4;3;4;4;4;4;3;3;4;3;4;4;4;3;2;4;4;2;3;2;4;3;4;5;2;4;3;3;4;2;3;3;3;4;3;4;3;4;4;2;5;7;7;7;5;3;5;5;5;4;4
5895;3;5;4;1;5;4;5;5;1;4;4;5;5;2;2;3;5;5;1;4;3;5;4;1;4;5;1;5;1;4;3;5;4;2;5;2;5;5;1;2;3;5;4;2;4;3;5;5;1;2;7;7;6;6;7;6;6;7;7;7
5896;4;5;4;2;4;3;4;4;2;4;4;4;4;2;4;3;4;4;2;3;4;5;4;2;4;4;3;4;2;4;4;4;4;2;4;3;4;4;2;3;3;4;4;2;4;4;4;4;2;4;6;6;6;6;6;6;6;6;6;6
5897;3;4;4;1;4;3;4;5;2;5;4;5;4;3;4;3;4;4;4;5;4;4;2;3;4;4;3;5;1;5;3;4;4;2;4;2;4;4;1;3;3;4;2;2;4;3;4;4;2;4;7;7;7;7;6;6;6;6;6;6
5898;4;5;4;2;4;3;4;4;2;4;4;5;4;3;4;3;4;4;2;3;4;5;4;3;4;4;5;5;1;4;4;5;4;2;4;2;4;4;2;2;2;4;2;3;4;4;4;4;2;4;6;6;7;6;7;6;6;7;7;7
5899;2;3;2;1;3;1;4;4;4;4;3;5;4;4;5;2;4;3;5;4;1;4;3;2;2;2;3;4;1;5;1;4;4;3;3;1;2;3;2;2;2;4;3;4;4;1;3;2;5;3;3;3;3;4;3;2;3;1;1;1
5900;3;4;4;2;4;2;4;4;2;5;5;5;4;4;3;1;5;4;3;5;4;5;4;3;4;4;5;4;2;4;3;4;4;2;5;2;3;5;2;5;3;2;4;4;4;3;4;5;2;5;6;6;7;6;5;5;6;5;6;7
5901;4;5;3;3;2;4;5;1;2;2;4;5;5;3;3;5;5;3;2;2;4;4;1;2;3;4;4;1;2;3;5;4;2;3;4;3;4;3;3;1;4;4;2;3;2;4;4;3;2;3;6;6;7;6;6;6;6;7;7;7
5902;4;5;5;2;4;5;4;3;2;4;5;5;5;3;4;5;4;5;2;4;5;5;3;2;4;5;3;3;2;2;5;4;3;2;4;3;4;5;1;3;4;4;5;1;4;4;4;5;1;4;7;7;7;7;7;7;4;6;7;7
5903;3;1;4;3;4;3;5;2;2;4;4;5;4;4;3;3;5;5;2;3;3;5;4;3;4;4;2;3;2;4;3;5;4;3;4;3;4;5;1;3;3;5;4;3;5;3;4;5;2;5;6;6;7;6;7;6;6;7;7;7
5904;4;4;3;2;3;2;4;4;2;2;5;5;3;4;4;2;4;4;2;2;3;4;4;4;3;4;3;4;5;4;3;5;5;3;3;2;4;3;4;4;2;4;3;3;4;3;4;4;2;4;7;6;6;5;7;6;7;7;7;7
5905;3;3;3;4;2;5;5;3;3;3;4;3;4;3;4;3;5;5;3;3;5;4;3;4;4;4;2;3;3;3;5;4;3;3;4;4;4;2;3;4;3;5;3;2;4;5;5;2;3;5;5;6;4;5;4;5;6;2;3;4
5906;3;5;2;3;5;3;5;4;4;4;4;5;5;5;3;3;5;5;4;5;4;5;5;2;3;4;1;5;2;3;3;5;5;3;5;2;5;5;3;4;3;5;4;3;5;3;4;4;3;4;7;7;7;7;7;6;6;2;7;7
5907;4;4;5;1;4;1;5;2;1;4;4;5;4;5;5;1;4;5;4;3;2;5;5;2;5;2;2;1;2;5;1;2;5;4;5;1;5;5;2;1;2;5;1;4;5;1;4;5;1;3;1;7;7;7;7;7;6;7;7;7
5908;4;4;4;2;4;4;4;4;4;2;3;4;2;4;4;1;5;4;3;3;4;4;4;2;3;3;5;4;3;4;2;4;4;4;3;1;4;4;5;2;1;5;3;3;4;2;4;2;2;3;2;6;6;3;5;3;3;1;2;6
5909;4;5;4;5;4;3;4;3;3;3;3;5;5;4;4;1;4;5;3;3;2;4;2;4;3;4;2;2;4;4;1;5;3;2;4;1;4;5;1;2;1;4;3;3;4;2;4;4;1;5;6;6;7;6;7;6;6;7;7;7
5910;4;5;3;1;4;3;5;3;1;3;5;5;4;3;5;3;5;5;3;4;4;5;3;3;4;4;3;5;1;5;3;5;4;1;4;3;5;5;1;2;3;4;4;1;3;3;5;5;3;4;7;7;6;7;6;7;4;6;7;7
5911;3;4;4;3;4;1;3;4;2;3;3;4;4;3;2;2;3;4;3;3;2;2;3;2;4;2;3;4;2;3;2;4;4;2;4;2;3;4;2;1;1;3;4;3;4;1;3;4;3;3;5;6;5;5;6;4;4;3;6;6
5912;2;2;5;5;4;1;5;2;3;5;4;4;2;5;4;1;4;2;3;3;4;3;3;5;5;3;3;5;3;5;4;5;3;3;5;3;5;3;3;3;3;3;4;4;4;2;5;3;3;4;7;7;3;6;7;7;6;2;4;4
5913;4;5;3;3;3;4;5;2;1;4;4;5;3;2;5;4;5;5;2;3;5;5;4;2;3;5;3;4;2;5;4;5;2;4;4;3;5;5;2;1;3;5;4;2;3;4;5;4;2;4;7;7;7;6;7;7;7;7;7;7
5914;3;4;4;3;4;3;4;2;2;4;4;4;3;4;4;3;4;4;2;4;3;4;4;3;4;4;2;3;2;4;3;4;4;2;4;2;4;4;3;3;4;4;3;3;4;3;4;4;3;4;7;7;7;6;7;6;6;6;6;6
5915;1;5;4;3;4;3;4;4;3;4;4;5;5;5;5;2;5;4;5;3;3;5;2;5;5;2;3;5;3;5;1;4;3;2;3;2;4;4;4;4;2;4;4;2;4;2;3;4;4;5;3;5;1;7;3;2;2;2;1;2
5916;4;4;4;2;4;4;3;5;1;4;4;5;2;4;4;3;5;5;3;4;4;4;3;2;4;2;3;4;2;3;1;3;4;2;3;2;4;4;1;3;3;4;2;3;4;4;4;2;1;3;7;6;7;5;5;7;7;7;7;7
5917;4;4;3;5;2;4;4;2;2;4;4;5;5;4;5;4;4;2;3;4;3;4;4;5;4;3;3;1;3;4;3;4;4;4;4;2;4;3;4;2;2;4;2;3;3;1;4;4;2;5;7;6;5;3;6;6;6;6;2;4
5918;3;5;4;4;3;3;4;5;3;4;4;5;5;5;3;3;5;5;2;3;3;1;4;4;5;3;4;5;5;5;5;5;5;3;3;4;5;4;3;3;4;5;5;3;4;2;5;4;4;5;5;4;4;4;4;4;5;3;4;5
