ID;Ex01;Am01;Re01;Ne01;Ap01;Ex02;Am02;Re02;Ne02;Ap02;Ex03;Am03;Re03;Ne03;Ap03;Ex04;Am04;Re04;Ne04;Ap04;Ex05;Am05;Re05;Ne05;Ap05;Ex06;Am06;Re06;Ne06;Ap06;Ex07;Am07;Re07;Ne07;Ap07;Ex08;Am08;Re08;Ne08;Ap08;Ex09;Am09;Re09;Ne09;Ap09;Ex10;Am10;Re10;Ne10;Ap10;RSES01;RSES02;RSES03;RSES04;RSES05;RSES06;RSES07;RSES08;RSES09;RSES10
113;3;5;3;3;4;3;4;3;3;5;3;5;4;4;4;2;4;4;3;4;4;4;3;3;4;4;3;4;2;5;3;4;2;2;4;3;4;4;2;3;3;4;3;2;4;3;4;4;3;5;5;6;5;6;3;5;5;6;6;6
114;4;4;3;3;4;4;5;4;1;5;4;5;3;4;2;3;5;3;1;5;4;4;2;3;3;4;1;3;2;4;4;4;4;5;3;3;4;3;1;1;4;5;3;1;4;4;5;3;1;4;7;7;7;7;7;6;7;7;7;6
115;4;4;4;3;4;5;2;5;3;5;4;4;4;4;3;3;4;5;2;3;4;4;4;3;3;4;4;5;3;5;3;4;5;3;4;2;4;5;4;2;2;4;3;3;2;4;3;4;3;3;6;6;6;6;6;5;6;6;6;6
116;3;4;3;2;2;4;4;4;3;4;4;5;3;4;4;3;4;4;4;2;3;4;3;4;4;3;2;4;2;4;3;2;3;2;4;2;4;4;2;3;4;4;4;2;4;3;4;5;2;3;6;6;6;6;6;6;5;6;6;7
117;4;4;3;3;3;4;4;2;2;3;4;4;3;4;4;4;4;3;3;3;4;4;2;3;2;4;3;3;2;4;4;4;4;2;3;4;4;4;2;3;4;4;2;3;3;3;4;3;3;3;5;5;5;5;5;5;6;5;5;5
118;4;3;3;2;3;2;4;4;2;4;5;3;3;2;3;4;3;4;5;3;4;3;4;2;3;4;3;4;2;3;4;3;4;2;4;3;4;4;2;3;4;3;3;2;3;4;4;4;2;3;6;6;6;6;6;6;6;6;6;6
119;4;3;4;3;3;3;4;4;3;3;4;3;4;4;4;3;4;4;3;3;4;3;4;3;4;3;3;3;3;3;4;4;4;3;4;4;4;4;2;2;3;4;4;3;4;3;4;3;3;4;7;7;7;7;7;7;7;7;2;2
120;3;3;3;2;4;3;3;4;2;3;4;5;3;2;2;3;3;4;2;3;2;2;4;2;2;3;2;5;2;2;3;2;4;2;4;3;3;4;2;4;2;2;3;2;3;3;3;3;2;2;5;4;6;4;4;4;5;5;6;6
121;3;4;3;3;3;4;4;3;3;3;4;4;3;3;4;3;5;5;1;3;5;5;3;3;1;5;3;4;2;2;5;5;4;3;4;3;5;4;2;3;4;4;2;2;5;4;5;4;2;3;5;5;6;5;7;5;6;7;7;7
122;5;2;5;2;5;2;5;5;3;3;5;5;5;5;3;1;5;5;3;3;5;1;5;3;5;3;5;5;1;5;5;5;5;1;5;1;5;5;1;1;5;5;4;1;5;2;5;5;1;5;7;7;7;7;7;7;6;7;7;7
123;3;4;3;3;3;3;3;4;3;3;3;3;5;3;2;3;4;4;3;3;3;3;4;3;4;3;3;4;2;3;3;3;5;3;4;3;3;3;2;3;3;4;5;4;3;3;4;4;1;4;7;7;7;6;7;6;6;7;7;7
124;4;4;3;2;3;5;3;4;1;4;5;3;3;4;2;4;3;5;2;3;3;3;2;2;4;4;2;4;2;4;3;3;2;2;4;4;3;4;3;3;4;3;3;3;4;4;3;3;2;4;6;6;7;6;7;6;6;7;7;7
125;4;4;3;2;4;4;5;3;2;5;5;4;3;3;5;5;4;4;3;4;5;4;3;3;4;4;4;2;3;4;4;4;3;3;4;2;4;4;2;2;2;4;3;2;4;4;4;4;2;5;6;6;6;6;6;6;6;4;6;6
126;4;4;3;4;4;5;5;4;4;4;4;5;5;4;4;4;4;5;3;2;4;2;2;4;4;5;3;3;3;2;4;1;4;3;4;3;4;3;3;2;2;4;4;3;4;5;4;5;3;5;6;6;7;6;7;5;5;3;6;7
127;4;5;4;3;3;3;4;3;2;3;4;5;3;4;3;3;5;4;2;3;2;5;4;2;3;3;3;4;2;3;2;4;5;3;5;2;5;5;2;2;3;4;4;3;3;4;5;4;2;2;6;6;5;7;6;5;7;4;6;6
128;4;1;3;3;2;2;4;3;3;3;4;4;3;4;4;3;5;3;4;2;2;4;3;3;3;4;4;3;4;3;3;5;3;2;3;2;5;4;2;2;3;4;3;3;3;2;4;3;3;3;4;4;4;3;5;4;4;2;5;4
129;4;4;3;3;3;5;4;4;3;3;3;4;3;3;3;3;4;4;3;3;4;4;4;2;3;4;2;4;2;3;3;4;5;3;4;2;3;4;4;2;3;4;2;2;3;1;4;3;3;3;7;7;6;6;6;5;6;6;6;6
130;3;3;4;2;4;3;3;5;3;4;3;4;4;3;4;3;3;4;2;3;2;3;4;3;3;3;2;4;2;4;2;2;3;3;4;2;3;4;2;3;2;2;3;3;4;2;3;4;2;3;5;6;6;6;3;5;6;6;4;6
131;2;4;3;1;5;3;3;4;5;4;3;5;3;2;4;3;4;5;1;4;3;5;3;2;4;3;3;2;2;4;3;3;4;2;5;1;4;5;1;4;3;4;4;3;4;3;3;4;1;4;5;6;6;6;7;6;6;6;6;7
132;3;4;4;3;4;4;4;5;2;5;4;4;5;2;4;4;4;5;2;5;4;5;5;2;4;5;4;5;1;4;2;4;5;2;5;2;3;4;2;2;4;2;4;2;4;5;4;5;1;4;7;7;7;7;7;7;7;7;7;7
133;4;4;4;3;4;4;4;4;2;4;4;5;4;3;4;4;4;4;2;4;4;4;4;2;3;4;3;4;2;4;4;4;4;2;4;2;4;4;2;3;3;4;4;2;4;3;4;4;2;4;6;6;7;6;7;6;6;7;7;7
134;3;3;3;2;3;2;3;3;2;2;4;4;2;2;3;2;3;4;2;2;3;3;4;2;4;3;2;4;2;3;3;3;4;2;3;2;3;4;2;2;2;2;4;2;2;3;3;4;2;4;6;6;6;6;6;6;6;6;6;6
135;2;2;4;3;4;4;4;3;2;3;4;3;4;4;3;4;4;3;3;3;3;4;4;3;3;3;4;2;3;3;3;4;4;3;3;3;4;2;3;3;3;4;4;3;4;2;4;3;3;3;6;6;6;6;7;4;5;6;3;6
136;1;5;4;4;4;2;4;2;3;5;4;5;3;2;2;1;4;4;2;3;3;4;3;2;3;2;2;4;2;2;2;4;4;1;5;1;3;4;1;4;2;4;3;3;2;1;3;3;2;2;6;6;6;5;6;6;6;5;5;7
137;4;4;4;1;4;5;4;5;2;4;5;4;4;2;5;5;5;4;2;4;5;4;4;2;4;4;3;4;2;4;4;4;4;2;5;3;4;4;2;3;5;4;3;2;3;5;3;3;2;4;7;7;6;6;6;6;6;5;6;6
138;3;2;3;4;4;2;3;3;3;3;4;4;4;4;4;2;3;5;3;3;2;3;3;3;3;2;3;4;3;4;2;3;4;3;4;3;3;3;3;3;3;3;3;3;4;2;3;3;2;3;3;5;3;4;4;4;5;2;3;3
139;3;4;5;3;5;5;3;4;3;5;3;5;5;5;5;3;3;5;5;5;4;4;3;4;4;4;3;5;1;5;3;4;5;3;5;2;3;4;3;5;3;2;4;3;5;2;2;4;4;5;6;6;2;6;4;3;3;2;2;2
140;3;3;2;4;3;3;3;2;4;2;3;4;3;4;2;2;3;3;4;2;3;4;3;4;2;2;3;3;4;3;2;3;4;3;2;2;3;3;3;3;2;2;2;4;3;2;3;3;3;2;5;5;5;6;4;4;4;4;3;4
141;4;5;5;3;4;2;4;4;3;4;3;5;5;4;2;2;4;4;2;3;2;4;4;4;3;3;2;3;3;4;2;4;4;2;4;2;4;5;1;2;2;3;4;4;4;1;5;5;2;4;6;6;6;6;6;6;6;4;6;6
142;3;4;4;4;4;3;5;3;3;5;3;4;4;3;4;3;3;5;3;5;4;5;4;3;5;4;2;3;2;4;4;4;4;3;5;2;3;4;3;3;2;4;4;4;4;3;3;5;3;5;6;6;6;6;6;4;4;5;5;5
143;2;3;4;4;3;3;2;5;3;3;4;4;4;4;4;3;3;5;3;3;2;3;2;4;2;3;5;5;3;4;1;3;5;3;3;4;3;5;4;1;3;3;4;4;3;3;4;4;3;3;5;4;6;3;6;6;6;6;6;5
144;5;2;4;3;3;3;3;4;3;3;4;4;3;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;7;5;7;5;5;3;7;7
145;5;5;5;2;5;5;5;5;1;3;5;4;5;5;5;5;5;2;5;3;5;5;2;5;5;5;1;5;1;5;5;5;4;5;4;5;5;5;5;2;5;5;1;3;5;5;5;4;3;5;7;7;7;7;7;7;7;7;7;7
146;4;4;3;2;4;4;4;4;2;4;4;5;4;4;3;4;4;5;4;3;4;4;4;2;4;4;3;4;2;4;4;4;5;2;4;3;4;5;2;2;3;4;3;2;4;4;4;4;2;4;6;6;7;6;7;6;6;7;7;7
147;4;4;4;3;5;4;4;4;3;4;3;5;4;4;5;4;4;4;3;4;4;4;2;3;4;5;3;4;2;5;2;4;3;3;5;2;3;3;3;3;3;3;3;3;4;3;4;5;3;5;7;7;7;7;7;7;7;7;7;7
148;5;4;4;4;4;4;3;3;3;3;5;4;4;4;4;5;2;4;4;3;4;4;3;3;3;4;3;2;4;4;4;4;4;3;3;4;4;4;3;3;5;4;4;4;4;5;4;4;3;3;7;6;7;6;7;6;6;4;7;7
149;4;5;2;2;5;4;5;2;2;4;4;5;4;2;5;4;5;4;2;4;4;4;2;2;4;4;4;2;2;2;4;5;2;2;5;4;5;4;2;4;4;5;3;2;4;4;5;3;2;5;7;7;7;7;7;7;7;6;6;7
150;5;4;4;2;4;5;5;2;2;2;3;2;1;2;4;3;3;4;3;3;4;4;4;4;4;4;1;4;2;4;4;3;2;4;4;2;4;3;1;3;4;4;1;3;3;4;4;4;1;3;1;1;1;1;1;1;1;1;1;1
151;4;5;2;3;4;4;5;3;2;4;4;4;2;4;4;3;4;4;1;3;4;3;2;2;4;4;2;4;1;5;2;4;4;1;5;2;5;5;1;3;2;5;4;4;4;2;5;2;1;4;7;7;7;7;7;7;7;7;7;7
152;5;4;4;1;4;4;5;5;2;3;5;5;4;3;3;3;4;5;4;3;3;4;3;3;3;3;3;3;2;3;4;4;4;2;4;2;5;5;1;3;3;4;3;2;4;5;5;4;1;3;7;7;7;6;7;6;6;5;6;7
153;4;5;2;2;4;3;5;3;2;5;5;5;2;1;5;5;4;5;1;5;5;5;1;1;5;5;4;5;1;5;5;5;2;4;5;4;5;5;1;3;5;4;3;2;4;5;4;5;1;5;7;7;7;7;7;7;7;7;7;7
154;4;5;4;2;5;3;5;1;2;4;4;5;4;2;3;2;5;3;1;3;4;5;2;3;4;4;1;1;2;4;4;5;3;2;4;1;4;4;1;3;2;3;3;2;4;3;4;5;1;3;7;6;7;6;6;7;7;7;7;7
155;3;4;4;4;4;3;4;3;3;4;4;4;4;4;4;2;4;4;4;4;3;4;4;2;4;4;2;3;2;2;2;4;4;3;5;2;3;4;3;3;3;4;4;2;4;2;3;4;3;3;6;6;3;5;5;5;5;4;4;6
156;3;3;3;4;4;1;3;4;4;3;3;5;3;2;3;2;2;3;4;3;3;3;1;2;3;3;2;1;2;2;3;3;2;3;4;2;2;2;3;3;3;2;3;2;3;2;3;3;4;3;6;6;6;5;7;5;6;4;3;6
157;4;5;4;1;5;5;5;3;1;5;5;5;4;3;4;1;5;5;2;3;4;5;4;4;3;5;5;3;4;3;5;5;5;3;5;1;5;3;1;3;4;4;5;2;4;5;5;3;1;4;7;7;7;7;7;7;7;4;7;7
158;3;2;3;2;3;3;4;3;2;4;4;4;4;4;3;3;4;4;3;4;3;4;3;3;3;3;3;4;3;4;3;4;4;3;3;2;4;4;3;3;3;4;4;3;4;3;4;3;2;3;5;5;6;5;6;5;4;6;5;6
159;4;5;4;3;4;4;5;5;2;4;4;4;4;4;4;3;5;5;3;4;4;4;4;3;3;4;4;4;3;4;4;4;4;3;4;2;5;5;3;3;2;4;4;2;4;4;4;4;3;4;6;6;6;5;4;6;5;4;3;7
160;5;5;3;1;4;5;5;2;2;4;4;5;5;3;4;2;4;3;2;4;5;5;3;4;4;4;5;1;1;5;4;5;4;2;4;1;5;2;4;4;2;5;4;1;5;1;4;2;2;4;5;6;7;6;7;6;6;6;2;6
161;5;4;1;5;3;2;4;3;1;3;4;4;3;2;1;4;2;3;1;4;4;2;2;3;3;4;1;4;1;3;3;4;2;2;3;3;4;3;4;4;3;4;1;1;3;3;4;3;1;3;4;4;3;5;2;6;6;1;5;5
162;3;4;4;2;4;2;4;4;3;4;4;4;4;3;3;3;3;4;3;4;3;4;3;2;4;3;2;4;2;4;3;4;4;3;4;2;4;4;2;3;3;2;3;2;4;3;3;5;2;4;7;7;7;7;3;6;6;6;6;6
163;4;2;4;2;4;3;4;2;2;4;3;3;4;2;4;2;4;4;1;2;4;3;4;2;4;3;2;2;2;4;3;2;3;2;4;2;3;4;2;4;2;3;3;4;4;3;3;4;2;3;6;6;4;5;4;5;4;4;5;3
164;3;4;4;3;4;4;4;5;3;3;4;5;4;4;3;3;4;5;3;3;3;4;5;4;4;4;3;5;3;4;3;4;5;4;4;2;4;5;3;2;3;4;5;3;4;2;4;4;3;3;6;6;7;6;6;6;6;5;7;7
165;4;4;4;2;4;5;5;5;1;2;5;4;3;3;4;4;3;5;1;3;4;4;3;2;5;5;3;4;1;3;4;3;5;2;5;2;5;5;1;2;4;4;4;2;3;5;5;4;1;3;7;7;7;6;7;7;7;2;7;7
166;4;5;3;3;4;4;5;5;2;3;5;5;4;5;3;4;4;5;3;4;5;5;4;3;3;4;4;4;3;4;4;5;4;2;4;1;4;5;3;3;4;5;3;2;4;5;5;4;2;3;7;6;7;5;7;7;6;7;7;7
167;4;4;4;4;3;3;5;4;3;4;4;4;5;4;4;3;4;3;2;5;3;3;3;3;3;4;3;3;3;4;3;4;4;3;3;3;3;4;3;2;3;4;4;3;5;3;3;5;2;3;7;6;7;5;3;1;6;7;7;7
168;3;4;4;4;4;2;4;2;3;4;3;5;3;4;4;2;4;4;3;4;3;4;3;4;4;3;4;3;3;4;3;4;3;3;4;2;4;4;3;3;2;4;3;3;4;3;3;4;3;4;4;5;4;5;5;4;4;3;5;5
169;3;2;3;2;4;2;3;4;2;4;4;4;3;4;3;2;3;4;4;3;3;4;3;2;3;2;4;4;2;2;2;4;4;3;4;3;3;4;2;2;2;2;3;3;3;3;4;4;2;3;6;6;6;6;5;5;5;4;6;6
170;4;3;3;2;3;2;4;4;3;3;4;4;3;3;2;3;3;4;4;4;3;3;3;2;3;3;2;3;2;3;3;3;4;3;2;4;3;3;2;1;3;3;4;2;3;3;3;2;2;3;7;7;7;4;7;7;7;5;7;7
171;4;4;4;5;3;2;4;4;4;4;4;5;5;4;3;2;4;2;4;4;3;4;2;2;3;3;4;4;2;2;2;4;3;3;4;2;4;4;3;3;2;4;4;4;4;2;4;5;3;4;7;7;4;6;7;3;4;3;6;2
172;3;1;4;5;3;3;4;4;5;3;4;5;4;5;4;2;5;4;3;2;3;5;2;5;3;4;3;1;3;4;3;4;3;5;4;1;2;2;4;2;2;5;3;4;3;1;2;4;2;3;3;6;4;6;3;2;2;2;2;6
173;2;3;3;4;3;2;4;3;3;3;4;3;3;4;2;2;4;3;5;2;5;4;3;4;3;3;3;3;4;3;5;4;4;3;3;1;4;5;3;1;1;4;3;3;4;4;4;3;4;3;7;6;4;4;7;4;4;5;5;5
174;4;5;4;4;5;5;5;5;2;3;5;5;5;5;2;3;4;5;4;2;4;4;4;4;3;5;5;5;3;5;5;5;5;3;4;2;4;5;2;1;1;4;3;3;4;4;4;3;2;3;7;7;7;6;7;7;6;7;7;7
175;4;4;4;2;3;2;5;2;3;5;4;4;5;3;5;2;5;4;5;5;3;4;5;3;5;5;3;5;2;1;3;5;4;3;5;3;4;5;2;3;3;5;5;3;4;2;4;5;2;5;7;7;6;5;1;6;6;3;5;5
176;3;4;3;3;3;4;4;4;4;4;4;5;5;4;3;1;5;5;3;3;4;5;5;3;4;4;5;5;2;4;3;5;5;2;5;1;5;5;3;2;2;4;4;4;4;4;5;5;2;4;7;7;7;7;7;6;7;6;7;7
177;2;2;3;3;4;4;4;3;2;2;4;5;4;3;3;2;4;4;3;3;3;4;4;3;4;3;4;5;3;2;4;5;4;3;4;3;4;5;3;2;3;4;4;3;4;3;4;5;3;4;7;6;6;7;6;6;6;3;6;6
178;4;5;4;2;4;5;5;4;2;5;5;4;5;4;4;3;4;4;1;5;4;5;3;2;3;4;4;5;2;5;4;5;4;3;4;4;4;5;1;4;5;2;2;4;4;5;5;3;2;4;7;7;6;6;7;6;6;6;6;7
179;4;4;4;3;3;5;4;3;2;4;4;5;4;4;4;4;4;4;1;4;3;4;4;3;3;4;3;3;2;4;2;4;4;2;4;2;4;4;2;2;2;4;4;4;4;3;4;4;1;4;7;6;7;5;7;6;6;7;7;7
180;3;4;3;3;4;2;4;3;2;4;4;4;4;4;3;2;4;3;3;4;3;4;2;2;3;3;4;2;2;4;2;4;3;2;4;1;4;4;2;3;2;4;2;2;3;2;4;3;2;3;6;6;6;4;6;5;6;6;5;7
181;3;4;4;2;3;3;5;4;2;3;5;4;3;4;3;2;4;4;4;3;4;4;5;4;3;4;3;5;2;4;3;4;5;1;3;2;4;4;2;3;2;3;4;3;4;3;4;4;2;4;6;6;5;6;6;5;6;5;5;6
182;4;2;5;4;4;4;4;5;4;3;5;2;5;5;5;3;4;4;3;5;4;4;4;3;4;4;3;4;4;4;4;4;4;4;5;2;4;3;4;2;4;4;4;3;5;4;4;4;3;5;6;6;2;6;6;5;5;2;4;5
183;2;4;4;4;3;3;4;5;3;4;4;5;4;4;2;2;5;4;3;4;3;5;4;4;3;3;2;5;3;3;2;4;4;3;4;1;4;4;2;3;1;4;4;4;4;3;4;5;2;3;5;6;4;6;6;4;5;3;4;4
184;3;5;3;3;2;5;4;4;2;2;2;4;2;4;2;2;4;4;2;2;4;4;4;4;3;4;4;2;4;2;2;4;5;2;2;2;4;4;2;2;2;4;2;2;4;2;4;4;2;2;3;4;4;3;2;6;6;2;6;2
185;3;1;4;2;4;3;5;4;2;3;4;5;4;4;2;2;5;5;3;2;2;5;4;3;2;4;4;3;3;3;4;5;5;3;4;1;4;5;3;2;2;4;2;3;4;3;4;4;3;2;7;7;7;6;7;5;7;7;6;7
186;2;4;4;2;2;2;4;5;2;5;2;5;4;4;2;1;4;5;2;5;2;4;4;2;3;3;4;5;2;4;2;4;5;2;4;1;4;4;1;2;1;4;5;2;4;2;4;5;2;2;6;7;7;7;7;6;5;5;3;7
187;4;4;3;2;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;4;4;4;3;3;4;4;4;4;2;3;4;4;4;3;4;3;4;3;4;3;3;4;3;2;4;4;4;4;3;3;6;6;5;6;6;6;6;6;3;3
188;4;4;3;2;4;4;4;4;1;3;4;5;5;4;3;4;5;4;5;3;4;1;4;2;4;4;3;5;2;2;4;4;5;3;4;2;5;4;3;4;4;4;5;2;4;5;3;4;2;5;6;6;7;6;7;7;6;6;7;7
189;3;4;4;4;2;2;4;2;2;2;4;3;3;3;2;3;4;4;2;3;4;4;2;3;4;3;4;2;2;4;4;4;4;2;4;2;4;4;2;2;4;4;4;2;4;4;4;4;2;4;6;6;7;7;6;7;6;6;6;6
190;4;4;4;2;4;3;4;3;2;3;4;5;3;4;3;4;4;4;2;3;4;4;3;2;4;4;5;2;2;2;4;4;2;2;4;2;4;4;2;2;3;4;3;2;3;4;4;3;2;3;6;5;6;6;6;5;5;6;6;6
191;4;5;3;1;4;5;5;5;2;5;4;5;4;3;4;4;4;5;2;5;4;5;4;2;4;5;3;5;1;5;4;5;4;1;4;4;4;5;1;2;4;4;4;1;4;3;4;4;1;4;6;6;7;6;7;6;6;7;7;7
192;3;4;5;4;3;3;4;5;3;3;3;5;5;5;3;3;4;5;3;3;3;5;4;5;3;3;5;5;4;2;3;4;5;2;5;2;4;4;3;3;4;5;4;2;4;2;3;5;3;2;5;5;6;7;6;4;5;2;7;7
193;3;4;4;3;3;2;4;4;3;3;2;4;4;4;3;2;4;4;4;3;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4
194;4;2;4;4;4;4;2;4;3;4;3;3;4;2;5;2;3;3;3;4;3;3;4;3;4;4;4;4;3;4;3;3;4;4;4;3;3;2;3;4;4;3;3;4;4;3;4;4;4;4;6;6;2;6;5;6;5;2;3;3
195;3;4;3;2;3;2;3;4;3;4;4;4;4;2;3;3;4;4;2;4;3;4;4;2;3;3;3;4;4;4;3;4;4;2;4;3;3;4;2;3;3;4;3;2;4;3;4;4;2;3;6;6;7;6;6;6;6;6;7;7
196;2;5;3;4;3;2;4;4;4;4;3;4;4;4;3;2;4;4;3;4;3;4;4;4;3;3;4;3;4;3;3;4;3;4;4;2;4;4;3;3;3;4;4;4;4;3;4;4;3;3;7;6;2;6;6;3;3;3;7;7
197;5;5;4;1;4;5;5;5;1;5;5;4;4;3;3;4;4;5;1;2;5;4;3;3;4;5;3;5;1;2;4;5;5;1;5;3;4;5;1;3;5;5;4;1;3;5;5;5;1;5;7;7;7;7;7;7;7;7;7;7
198;2;4;4;4;4;2;4;4;3;2;4;5;4;4;4;2;4;4;3;3;4;5;3;2;3;4;3;5;3;4;4;5;4;3;4;2;4;5;2;2;2;5;2;2;4;4;4;5;2;3;6;6;6;6;7;5;5;6;7;7
199;4;5;4;1;4;3;5;5;3;3;4;5;4;4;3;3;4;5;3;3;4;5;3;4;4;3;1;5;2;3;4;5;5;3;4;1;4;5;3;1;3;4;3;2;4;3;4;4;3;3;7;6;7;2;7;3;3;3;7;7
200;4;4;3;2;3;4;4;3;2;3;4;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;6;6;4;6;2;5;5;4;3;3
201;2;4;4;3;3;2;4;4;2;4;3;5;4;4;4;4;4;5;4;2;2;4;3;3;3;3;4;4;3;4;2;4;4;4;4;2;4;4;4;3;2;3;3;3;4;2;4;4;4;3;6;6;6;6;6;4;5;3;6;6
202;3;5;4;4;4;3;5;5;4;4;4;5;5;4;2;2;5;5;2;4;3;5;4;4;3;3;3;5;3;3;2;5;5;3;5;2;5;5;3;4;2;4;4;3;4;2;4;5;2;2;6;5;6;4;6;4;5;6;6;7
203;3;5;4;5;4;2;4;4;4;2;3;5;5;5;2;2;5;5;4;3;3;5;4;4;4;3;3;4;3;3;3;4;4;4;4;2;4;5;4;3;1;5;3;4;5;2;4;5;4;3;6;7;5;6;6;3;5;6;3;4
204;5;5;3;2;4;4;4;2;1;2;5;4;2;2;2;4;4;4;4;2;4;4;2;2;4;4;3;2;2;3;5;1;3;2;4;4;4;4;1;4;5;4;2;2;4;4;3;3;1;3;7;7;7;7;7;6;1;7;7;7
205;4;1;4;2;5;3;1;4;3;3;4;4;3;5;4;5;1;4;5;3;5;2;3;3;5;3;1;3;2;3;4;2;4;5;4;2;3;5;4;2;3;3;4;4;2;5;2;4;5;4;7;7;3;7;3;6;5;3;5;7
206;4;4;3;2;3;5;5;3;2;2;4;4;4;3;4;4;4;3;2;3;4;4;4;3;4;4;3;4;2;3;4;4;3;3;4;3;4;4;3;3;3;4;4;3;3;4;4;3;3;4;5;6;5;6;4;6;6;2;4;4
207;4;4;3;3;4;4;4;4;2;2;4;3;3;3;3;4;4;3;2;2;4;4;3;2;3;4;2;4;2;3;4;4;4;2;4;4;4;3;2;2;4;4;4;3;3;4;4;4;2;3;6;5;6;5;6;6;5;3;5;6
208;3;3;4;2;3;3;3;4;2;3;2;4;3;3;3;3;3;4;3;3;2;3;4;3;4;3;4;4;2;3;2;3;4;2;4;2;3;4;2;2;3;3;4;2;4;2;3;3;2;4;7;6;6;6;6;6;6;6;6;6
209;3;4;5;4;3;3;5;4;2;2;4;3;4;4;4;3;4;5;2;3;3;4;5;4;4;4;3;4;2;4;3;5;5;3;4;2;4;4;2;2;3;4;4;2;5;3;4;3;2;5;7;7;7;7;7;7;7;7;7;7
210;4;3;5;1;4;3;4;4;1;5;3;3;4;4;4;3;1;2;2;5;3;4;4;1;4;4;1;2;1;5;5;4;3;1;4;3;4;2;1;4;5;2;4;4;4;4;3;5;1;5;7;6;6;1;7;7;6;7;7;7
211;3;3;3;2;1;4;3;2;2;2;3;5;3;3;4;3;4;4;3;3;3;3;3;3;3;3;2;3;2;3;3;2;4;3;3;4;4;4;2;3;3;3;3;2;3;2;3;3;2;3;6;6;4;4;3;5;5;6;6;6
212;4;5;4;2;4;4;4;5;2;4;4;5;4;3;4;4;4;4;2;4;4;4;4;2;4;4;4;5;3;5;4;4;4;2;4;3;4;4;2;2;4;4;4;2;4;4;4;3;2;4;7;7;7;6;7;6;6;6;7;7
213;4;4;2;2;1;5;3;1;3;3;4;4;4;3;5;4;4;2;3;3;4;4;1;3;4;3;3;4;2;3;4;4;3;2;2;2;3;2;4;3;3;2;3;2;4;2;5;3;4;2;3;4;3;4;5;2;3;4;3;2
214;4;4;4;1;3;4;5;5;2;5;4;5;4;3;4;4;4;5;2;2;3;4;4;2;4;4;2;5;1;2;3;5;4;2;4;2;4;5;1;2;4;4;4;2;4;3;4;4;2;4;6;6;6;6;6;6;6;6;7;7
215;5;2;5;3;5;5;3;5;1;5;5;5;4;3;5;2;3;4;1;2;5;2;4;3;5;5;3;3;1;5;5;3;4;2;5;3;3;5;1;3;3;3;4;4;4;5;4;5;1;5;7;7;7;7;7;7;6;7;7;7
216;4;3;4;3;4;4;2;5;2;4;3;4;4;4;3;3;3;4;2;4;4;3;3;4;3;2;3;4;2;4;2;3;4;2;4;3;3;4;2;3;3;3;4;4;4;4;4;4;2;4;7;7;5;6;6;4;6;5;6;5
217;5;5;3;3;4;3;5;3;2;5;5;5;3;3;3;5;3;5;3;5;4;4;3;1;5;5;2;4;2;5;5;5;3;2;5;3;4;5;1;3;4;5;3;1;5;5;3;4;1;5;7;7;7;7;7;6;6;3;7;7
218;3;4;2;3;3;2;3;2;3;2;3;4;3;4;2;2;3;3;3;3;2;4;2;2;3;3;3;2;3;2;2;3;4;4;4;3;3;4;3;2;3;3;2;3;2;2;2;3;3;2;4;5;3;4;5;4;5;5;4;3
219;2;4;4;3;3;4;4;4;2;3;4;4;4;4;2;3;4;4;2;3;4;4;3;2;3;4;3;4;2;4;4;4;4;2;4;3;4;4;2;2;2;4;3;3;4;4;3;4;2;3;6;5;7;5;6;5;5;6;6;6
220;4;5;4;3;4;4;5;5;3;3;3;5;5;4;3;4;4;5;3;3;4;5;4;3;3;4;3;5;1;4;4;4;5;2;4;2;4;5;2;2;1;4;4;2;4;3;4;5;2;3;6;6;7;6;6;5;5;6;6;6
221;5;4;4;4;4;4;4;3;4;2;4;3;4;4;4;4;4;3;3;3;4;4;3;3;4;4;3;3;3;3;4;4;3;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;3;4;6;6;5;5;5;4;5;3;6;6
222;4;2;4;1;3;4;3;4;2;3;4;3;2;2;4;4;4;3;2;3;4;2;2;4;4;2;4;3;2;2;4;2;2;3;3;2;4;2;3;3;4;3;4;4;4;5;4;4;3;4;6;6;4;4;3;6;6;4;6;6
223;4;5;3;3;1;2;4;3;2;4;4;5;3;4;2;2;4;5;2;2;3;4;4;2;3;3;4;4;2;4;3;4;4;2;3;2;4;4;1;1;3;4;3;2;4;3;4;3;1;3;6;5;7;5;7;5;5;3;7;7
224;4;4;3;2;4;5;5;3;3;5;5;5;4;2;5;4;4;4;2;5;4;4;3;2;3;4;3;3;1;5;4;5;3;3;4;3;3;5;1;3;5;4;3;3;4;4;3;4;1;4;7;6;7;5;7;6;6;7;7;7
